Texto	Classificador
Sempre ótimo atendimento com lojas lannister	1
Produto não encaixa a esponja e veio faltando o dreno.	1
Fiz o pedido por esta empresa, porque pensei que não teria problemas, mas infelizmente me decepcionei, pois faz mais de um mês que pedi, já paguei a primeira parcela e estou quase pagando a segunda.	0
Produto excelente. A loja entregou bem antes do prazo. Aprovado.	1
Produto entregue antes do prazo, fácil de instalar e todo suporte prestado. Obrigado	1
ótimos preços e produto entregue corretamente e dentro do prazo	1
Tudo certo conforme anunciado, recomendo.	1
Recomendo o produto	1
Recebi o produto antes do prazo, em bom estado e superou minha espectativa.	1
Produto entregue antes do prazo, satisfeito.	1
Pedido conforme solicitado	1
Tudo entregue até antes do prazo, eu recomendo.	1
Entrega super em atraso, preciso de um esclarecimento do ocorrido	0
produto entregue antes da data prevista .foi ótimo	1
Adorei, chegou antes do prazo	1
Tudo perfeito compra entrega e produto	1
Não recebi o produto ainda. Muito atraso ! Nunca passei por isto em nenhuma loja. Muito insatisfeito com o serviço.	0
Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20	0
O produto é realmente de boa qualidade e confere com o desenho publicado.	1
Produto igual a foto super recomendo a entrega achei q iria demorar pela situação atual da falta de gasolina mas me surpreendeu foi rápido todos estão de parabéns as lojas lannister e o fabricante	1
CONFORME ANUNCIO	1
Produto em perfeito estado.	1
estou satisfeito com o produto e com a loja que enviou.	1
ADORO ESSA LOA, SUPER RECOMENDO	1
Entrega rápida, produto de boa qualidade.	1
Tudo certo com o produto! Recebi antes do prazo estabelecido e o produto está em conformidade com o anúncio!	1
O cheiro do produto e muito forte! Mas pelo preço não tenho do que reclamar!	0
Pensei que os body's fossem de algodão, mas, é um tecido sintético e a impressão que imaginei ser um silk de qualidade, é uma sublimação. Enfim, tecido ruim. Não deixa a pele respirar. Não recomendo.	0
Recebi o perfume, mas veio sem o selo da Adipec, não gostei disso .Além do mais, estava mal embalado, o celofane da caixa mal fechado, comprei de uma loja e recebi com nome de outra, não entendi??!!	0
Excelente. Recomendo sem dúvidas.	1
O produto chegou antes do prazo determinado	1
não foi entregue	0
foi feito uma compra com três itens, mas chegou dois falta um, com a loja targaryen, estou aguardando o ultimo um Cachecol São Paulo FC 04 estações Mod.01 este ainda não chegou	0
Não recebi o produto mas no rastreamento consta que foi entregue no dia 28/03.	0
Tudo perfeito	1
Nada mais a avaliar, pois ainda estou testando o produto!	1
Uma empresa responsável e atenciosa com seus clientes oline.	1
Produto nao chegou ainda tentei contato para saber como resolver o problema	0
So nao gostamos do tamanho,mas reconhecemos o nosso erro em nao reparar o tamanho na descricao do produto.	2
Chegou meu pedido incompleto	0
Produto de ótima qualidade, entregue no prazo e muito bem embalado!	1
Produto idêntico ao anunciado. Não recebi no prazo pq o caminhão foi roubado.	1
O produto foi comprado em 10/10/2016, não chegou e agora recebo esta avaliação perguntando o que achei.	0
Recebi o produto antes do prazo mas veio com defeito no zíper.	0
excelente o atendimento e entrega	1
Considerando o site stark nunca tive problema algum e recomendo ao meus amigos porém está empresa que está atendendo com a venda do produto deixou a desejar com o prazo de entrega... Será q chega?	0
Entrega super rápida, antes mesmo do prazo. Muito bom.	1
Recebi os produtos no prazo, corretamente e até uns brindes a mais. Recomendadíssimo.	1
escolhi um desenho e veio outra estampa.	2
entregue antes do prazo, excelente	1
Rápido	1
A entrega tudo em ordem, não tenho o que reclamar, chegou bem antes do prazo, com relação ao produto ainda não sei pois tomei apenas 2 até agora.	1
Comprei no Quiosque da Loja Americana, acompanhei o pedido até receber, 100 % confiável.	1
Ainda hoje, 25.02.18, não houve entrega do produto.	0
boa loja	1
os pés poderiam ser melhor acabados	1
Comprei duas malas para viagem e só foi entregue uma mala no dia 19/03. Já mandei um email solicitando o porquê que não foi entregue também a outra mala, mais até agora nenhuma resposta.	0
Blá!!!	1
adorei! super resistente e bonito o tapete! Recomendo	1
bom produto no prazo e embalado	1
Já pedi minha devolução e ate agora n recebi retorno, isso tem mais de 3 dias e me deram prazo de 48hs. Quero meu reembolso	0
Muito satisfeito.	1
O produto é de qualidade e de custo benefício	1
Recomendo	1
Produto muito bom, confortável,	1
Estou aguardando a troca do capacete.	0
Boa noite	0
Gostamos muito do produto,veio exatamente como consta no anuncio,chegou no prazo ,cor exata azul marinho,custo beneficio maravilhoso, excelente!!!!! Recomendamos simmmm😍😍😍	1
Produto perfeitamente como descrito, novo e transação tranquila. Recomendo!	1
Adorei o produto, vendedor super rápido.	1
Meu filho adoro a mochila gostei do material e chegou super rápido !!!!	1
Produto OK, entregue no prazo estabelecido	1
Não chegou	0
Minha experiência com essa compra fou muito boa! Além de ter bom preço, a entrega foi muito rápida.	1
Pedido entregue no prazo e o produto na descrição correta conforme no site.	1
muito bom simples e pratico	1
Envio muito rápido e chegou muito rápido também.	1
Demorou quase 15 dias pra falar que não tinha o produto no estoque... muita falta de responsabilidade da empresa.	0
O problema são os correios que não cumpre o prometido na entrega.	1
Melhor loja virtual	1
poderia ser mais firme,achei fino	2
"Comprei dois mascotes do boneco Tom , das Olimpíadas e depois de quase dois meses essa empresa "" parceira "" mandou e mail dizendo que a compra foi cancelada !Paguei à vista , com boleto. Nunca mais"	0
O produto é bastante confortavel e bonito ,chegou antes do prazo e muito bem embalado.	1
Chegou perfeita, bem antes do prazo.	1
O pacote até chegou, mas quando fomos abrir para conferir e usufruir do mesmo nos deparamos com outro produto totalmente diferente sem nenhuma característica do que realmente pedimos! Oque devo fazer?	0
Navalha muito bonita!!	1
Muito bom tecido macio grande como queria.	1
gostei muito ,do produto e do atendimento	1
Gostei muito da rapidez da entrega do produto, do atendimento eu indicaria sim.	1
Adorei e os bichinhos também, super prático e higiênico.	1
Super recomendo a loja.O produto chegou antes do prazo previsto.Em estado de conservação.Excelência em atendimento!	1
A embalagem do perfume não estava lacrada, ou seja, a caixa não estava revestida com o plástico que deveria envolvê-la, além disso, o nível do perfume no frasco estava visivelmente abaixo do normal.	0
A entrega foi feita antes do prazo. O produto foi entregue em ótimo estado! Recomendo!	1
A entrega foi um atraso total. Tive que comprar o produto em outra loja, e chegou antes do este. Agora quero fazer a devolução.	0
Estou aguardando para ver se realmente supera as expectativas.	2
Preciso de um posicionamento se a mercadoria Será entregue ou se a compra será estornada do cartão. Aguardo urgente retorno.	0
Só recebi as máscaras, não recebi as luvas.	0
Antes do prazo, porem tive de pegar nos Correios, pois eles não entregaram em casa	1
amei super recomendo chega muito rapido e em ótimo estado amei	1
Comprei os produtos todos de ótima qualidade.	1
lindo , produto igual ao anunciado	1
Não tenho como dizer o quanto estou satisfeita com o produto entrega e atendimento.	1
O PRODUTO CHEGOU NO PRAZO, POREM NÃO PARECE ORIGINAL, NÃO VEIO NEM NA CAIXA ORIGINAL DO PERFUME.	0
Produto excelente e otimo atendimento!! Muito grata!!!!	1
Bom atendimento	1
O erro foi meu, observei no acompanhamento do produto que houve a entrega. mas o endereço estava errado.	1
Muito bom Produto!!	1
Boa loja !!! Recomendo !!!	1
sei que isso é culpa do correios q é uma porcaria estatal do Brasil mas é a unica reclamação quanto ao produto tudo ok	2
O custo x benefício compensa quando comparada a caneca com o tamanho da almofada (que é beeeeem pequena). No todo, o produto é bem fofo.	1
Entrega fora do prazo acaba atrapalhando nosso planejamento.	2
sempre compro neste site muito bom	2
Maravilhoso produto	1
Eu não tenho como avaliar o produto porque não chegou na minha residência ainda eu espero uma posição da loja sobre os correios quero cancelar a compra estorno do cartão	2
Estou muito satisfeito! Parabéns!	1
recomendo,porém o produto veio com remendos,espero que não seja corriqueiro	2
Muito bom, e por ser dupla face é muito versátil	1
Chegou muito antes do prazo de entrega,recomendo a todos.	1
Entrega antes do Prazo	1
Adorei vou pedir mais	1
Caixa destruída e rasgo no assento	0
Recebi rápido.....recomendo!	1
Não tenho gueixa	1
Gostei	1
Pedi 2 cortinas no meu pedido e so veio uma pq??	0
Só não gostei porque o prazo de entrega é muito longo, acabei comprando mesmo assim por falta de alternativa de frete mais rápido.	2
Satisfeita	1
Não é muito grande, mas achei lindo, minha filha amou, funciona direitinho.. muito fofo.	1
Muito bom	1
Fiz uma compra como de costume e para minha surpresa veio faltando um jogo de lençol. Paguei em boleto e agora nao consigo nem reclamar pq o site tb não facilita.	0
Na foto é lindo, mas pessoalmente não é nada igual!	2
Sempre satisfeita com o stark	1
Chegou bem antes do esperado!!!	1
Parabéns. Meu produto chegou tudo certo antes do prazo gostei muito. Parabéns. Recomendo a todos..👏👏👏👏	1
Recebi no prazo o produto certo funcionando corretamente.	1
Entrega muito rápida.	1
TUDO PERFEITO	1
muito bom	1
Sempre recomendo a lannister pois o atendimento é excelente!	1
gostei muito de compra nessa loja.	1
Não deveria ter comprado	0
Não recebi porque está no correio	0
não me foi informado que produto viria desmontado	2
Ainda não irei avaliar ,pois estou aguardando a entrega de todos os pedidos , após receber eu faço uma nova avaliação	2
recomendo a todos	1
loja muito eficiente.. recomendo!!!	1
Otimó, produto veio muito bem embalado, dentro de vários plasticos bolha, chegou antes do prazo!	1
Parabéns para toda equipe.	0
Tudo OK. Indicaria para amigas.	1
Nunca vi demorarem tanto para entregar um cartucho	1
Chegou super rápido, veio tdo conforme eu solicitei.	1
tudo perfeito, melhor $	1
O material é bom, o problema é que a bolsa não fecha, não possui zíper, é como uma sacola. Isso me deixou insatisfeita, pois na foto não dá pra perceber e não há informação ou foto interna sobre isso.	1
até hoje não recebi o produto,já passou do prazo de entrega e nada ainda	0
Muito bom	1
Ainda não recebi meu produto, não sei porque?	0
Achei lindo e recomendo.	1
Entrega rápida.	1
Produto muito bom , recebi bem antes do prazo , gostei muito e recomendo.	1
Entrega realizada antes do prazo determinado e a bomba funciona perfeitamente.	1
não chegaram todos os produtos	0
Produto não foi entregue até o momento. Atraso de dois dias sem previsão para entrega	0
Amei o produto, chegou bem antes do prazo de entrega.	1
"Comprei um kit, carrinho, bebê conforto e base para o bebê conforto, só foram entregue o bebê conforto e a base, no status do meu pedido está como si a mercadoria, ""kit, tivesse sido entregue."	0
Não tem botão para ajustar o volume.	2
EXCELENTE ATENDIMENTO	1
Produto não chegou e não obrive resposta de nenhuma das duas solicitações que enviei para site da lannister e nem da targaryen. Aguardado resposta.	0
compro sempre	2
Feito de material bem resistente, e tamanho conforme o anunciado. Mercadoria entregue dentro do prazo previsto.	1
PARABÉNS.	1
Entregue muito antes do prazo inicial! Parabéns ao stark! Até a próxima	1
A entrega esta atrasada.	0
Compra fácil com entrega rápida.	1
Amei o tapete veio antes do prazo, maravilhoso eu recomendo e vou comprar outro	1
Só não gostei porque os produtos vieram separados, foram faturados e vieram em dias diferentes. Um contratempo. O resto tudo certo	2
Otima	1
Gostei do produto e ótimo recomendo!	1
Produto entregue	1
Adorei,a minha chegou bem antes do prazo,e é mais linda do que imaginei..	1
Muito bom entregou até antes do dia 😆😆😆😆😆😆😆😆	1
Tudo conforme o esperado, excelente	1
Otimo produto	1
A loja fisica onde fiz o pedido temnum dos puores atendimentos que ja recebi na minha vida como consumidor, os funcionarios mal olham na cara dos clientes e não tem interese em prestar um bom atendime	1
O prazo encerrou no dia 10/11/2018 e até presente data não foi entregue.	0
super recomendo,produto chegou bem antes do combinado	1
Recebi o produto antes do prazo previsto, veio tudo em ordem. Recomendo.	1
ndr	1
show	1
Bom	1
Entrega super rapida e produto muito bem embalado!	1
Como sou cliente, minha satisfação só aumenta. Grata a toda equipe.	1
ótimo	1
Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum.	0
Prezados, veio tudo certo e bem rápido. Porém estão faltando as peças Ripas. Com quem eu posso entrar em contato para ser enviado à peça. No aguardo.	1
Muito bom	1
Linda, e de muita qualidade.. ficou perfeita no meu Quarto 👏🏻👏🏻??	1
O produto foi entregue antes do prazo informado. Recomendo a todos.	1
Ótimo foi como esperado	1
Não gostei pois me deram 20 dias ÚTEIS e depois desses 20 dias meu produto não chegou	0
